제목,내용,평점,좋아요 수
라이더스 오브 저스티스,테이큰을 기대했으나 실망까지는 아니나 그래도 아쉽다,3.0,12
우먼 인 윈도,에이미아담스 연기는 그런대로 좋았으나 내용은 너무 너무 흔하고 뻔했다. 히치콕 감독의 이창이 얼마나 위대한 영화인 줄 알게해 주었을 뿐..,2.5,10
테이크다운,우리들의 맥어보이가 헐크로 변하는걸 보려면 마크 스트롱같은 점잖은 악당가지고는 부족하다. 맥스 주변에는 무슨 죄다 악당들만 사냐?,2.5,8
내가 죽기를 바라는 자들,20년전  만든 클리프행어 보다도 못 만들면 어떡하남...오랜만에 본 졸리로 위안을 삼는 수 밖에..,2.0,7
자산어보,설경구는 진짜 선비같았으며 변요한도 창대같았지만 진짜 주우진은 한대 쥐어박고 싶은 별장이었고 당시의 조정이나 작금의 정치판이나 달라진것이 없어 놀랍고 개탄스럽기만하다. 이준익감독의 영화는 다보고 나면 다음 영화는 무엇일까 언제나 궁금해진다.,3.5,18
O2,멜라니 로닝이 없었다면 더 끔찍한 영화가 될 뻔...이 영화는 산소가 부족한것이 문제가 아니라 러닝타임이 쓸데없이 1시간30분이나 된다것이 문제...내가 캡슐에 있는 것처럼 지루하고 답답함을 체험할 수 있는 진정한 4D영화,2.5,9
내일의 기억,앤딩장면에서 제작비 관계로 캐나다 현지로케가 어려웠다면 처음부터 제주도로 설정하고 다녀오기라도하지...CG가 뭐냐?,2.0,9
찬실이는 복도 많지,찬실이가 받은 복이 무엇일까? 궁금증으로 영화를 보았는데 알고보니 최고의 복은 인복이 아니었나 싶다... 망했어도 곁을 떠나지 않고 응원해 주는 사람들이 있다니 놀랍다 ... 심지어 죽은 장국영이 찾아 올 정도라니...게다가 찬실이는 아직 꿈 꾸며 산다...다 가진 사람이네,3.5,14
보이저스,인간은 사회적인 동시에 정치적인 동물이며 그 본성은 감출 수 없는 우주에서 가장 위험한 에이리언임으로 철저한 교육과 통치가 필요하다.,2.5,16
극장판 귀멸의 칼날: 무한열차편,허접하고 시끄러운 난잡한 요즘 중국무술 영화보다 현란하고 진중하기까지하다,3.5,8
스토어웨이,도대체 우주선에 어떻게 아무도 모르게 승선할 수가 있으며 명색이 우주선이 잠수함도 아니고 산소가 부족해서 그 난리를 치나...여의사의 대단한 정의감 때문에 보는 내가 먼저 질식할 뻔 했다.,2.5,28
더 스파이,3차대전을 막은 숨은 공로자 데이빌과 같은 용기와 헌신과 애국심이 오랫동안 역사에  남고 후손들에게 기려지길 ...아내에게는 말 할 법도 한데 끝까지 비밀을 누설하지 않은것을 보며 데이빌은 아마추어가 아닌 진정한 프로였다.,4.0,17
스파이의 아내,사타코는 자신을 버리고 떠난 유사쿠를 원망할지 아니면 자신을 정신병원에 처넣은 일본을 더 원망할지.. 처참하게 무너진 잿더미의 앤딩씬을 보고 일본인들은 무슨 생각을 할까?,3.5,12
노매드랜드,"사는것이 이렇게 외롭고 재미없는 것이라니..노매드를 위한 나라는 없었다.
그 길은 스스로 찾아야 하지만 가도가도 끝이 없고 다시 가도 어제 그 길일 뿐..펀이 제대로 한번만이라도 제발 웃는 얼굴을 보고싶다.",3.5,21
서복,"서복이 마지막 한말이 제일 가슴에 와 닿는다 ""형~ 나 졸려..""  보는 관객들도 졸려웠다 이녀석아",2.0,15
노바디,대드폴과 존윅 사이에 나홀로 집에를 얹은 정도? 도대체 허치는 그동안 무슨 낙으로 살고 어떻게 참아 온 거야? 과연 허치와 존윅은 만 날 수 있을까? 새로 이사간 집이 존윅이 살던 집은 아닐까? 올드팝에 더 신이 났던 영화,3.0,19
죽여주는 여자,생노병사를 누가 거스를 수 있을까? 죽어서도 무연고자로 습하고 차가운 곳에 작은 상자에 담겨져있는 장면에서 연민의 정을 가눌 수가 없었다..인간은 죽기 위해 사는가? 살기 위해 죽는가?,3.0,11
카오스 워킹,관객들의 마음을 가장 사로잡았던 배우는 다름아닌 강아지 만치였지 않았나 싶을 정도로 영화 자체가 노이즈 그 자체였다. 후속작을 염두해 두고 만들었을턴데 3부까지 찍어야 할 멀 홀렌드가 불쌍하다.,2.0,4
더 파더,기억의 파편들을 모으려고 애 쓸수록 점점 더 혼란스런 미궁 속으로 빠져들게 만드는 이 영화는 진정 스릴러인가 호러물인가? 엄마가 보고 싶고 집으로 가고 싶어 우는 안소니의 눈물을 나는 결코 흘리고  싶지 않다.,4.0,23
낙원의 밤,이러면 이거 완전 나가린데.. 신세계 아류작에 불과하고 이런식으로 간다면 박감독에게 다시는 신세계 같은 띵작이 나올거라는 기대가 점점 멀어져만 간다. 차승원과 제주도가 나름 열일했고 나머진 그닥 와 닿지가 않네,3.0,14
박쥐,신부는 뱀파이어가 되어서도 구원의 문제를 해결할 수 없었을뿐만 아니라 태주에게 신겨 주었던 구원의 의미였던 구두만 남겨둔채로 검게 탄 재로 만들어버렸다. 인간 잡아먹는 짐승으로 살기 원했던 태주와 달리 인간의 모습으로 죽기로 선택할 수 밖에 없었던 상현이의 눈빛이 마치 모순된 세상을 원망하는듯 하기만하다.,4.0,10
벌새,벌새처럼 열심히 서로 날개짓을 지어보지만 애처롭고 위험하기 짝이 없는 은희와 가족들의 모습이 무너진 성수대교가 될까 조마조마했다.,4.0,15
데드캠프:리부트,의미없는 후속 망작들의 믿고 거르는 시리즈물인거 알면서 또봤네..,1.5,8
모리타니안,테러와의 전쟁에서 피해자들이 당한 고문과 후유증은 또 다른 테러의 모습으로 서로에게 고통을 주며 또 다른 고문이 되어 끝없이 되풀이된다.,3.5,9
아문센,세계최초를 향한 탐험가의 중독은 결국 종말을 맞아야 탐험은 끝이난다,3.0,4
레컨,전쟁영화에서 죄의식을 논하다니 감독이 처음부터 장르를 잘못 선택했네..무슨 서플라이즈 보는 줄 알았어,1.0,5
잭 스나이더의 저스티스 리그,지구를 구하기 전에 살찌고 늙어버린 배트맨을 어쩔건지...앤딩자막에 어텀 스나이더를 기리며를 볼 땐 잭 스나이더가 마더박스를 손에 쥐었으면 했다.,3.5,17
바람과 라이온,넌 바람 난 라이언 넌 사라지겠지만 난 굳건하기만 하다...숀코네리 아우라가 오지다,3.5,9
마리오네트,끝임없는 선택의 갈림길에서 다시는 돌아 올수 없는 길을 가고 있는 것은 아닌지 후회하면서도  계속 걸어가야만 하는 인생길...쉽지 않다...누가 마리오네트라도 해 주었으면...,3.5,11
뜨거운 오후,날씨만 뜨거울 뿐 영화는 전혀 뜨겁지 않다...은행강도가 되는 것도 쉽지 않고 아무나 될 수 없다,3.0,6
체리,러브 스토리라고 하기에는 끝까지 참 무책임하고 범죄영화라고 하기에는 참 어리숙하기만 하고 또 전쟁영화라기에는 너무 약하고...어쨓든 이제부터라도 제발 서로 무탈하게 잘 살기를 빈다.,3.5,16
소나티네,기타노 다케시 도대체 어딜 보고 웃는거냐? 살고 죽는것이 깻잎 한장 차이,2.5,10
천국과 지옥,"선과 악, 부자와 가난한 자, 천국과 지옥의 극명한 대비와 갈등을 해부한 거장 구로사와 아키라...아마도 봉준호 감독이 영향을 많이 받은것 같은 영화가 아닌지 ...영화를 보면서 살인의추억, 기생충이 오버랩된건 나뿐일까?",4.0,9
죄 많은 소녀,"여러가지로 불편한 영화..형사보다도 못한 한심한 교사, 점점 부담스러워지는 모성애,  무능한 형사들의 수사, 벼랑 끝으로 몰리는 아이들, 모두에게 묻고싶다 ""과연 이게 최선이었는지?""",4.0,13
아이 씨 유,축구도 아니고 전반전과 후반전으로 영화를 반으로 나눌게 뭐람...범인에게는 알리바이보다 살인동기나 명분이 분명하지 않았다는게 관객들의 공감대를 얻지 못한것이 아쉬움,3.0,13
카게무샤,가케무사 노릇  3년만에 진짜 영주가 되는듯 했으나 말을 속일 수 없었다니..진짜 영주가 되기나 한듯 기고만장하다 결국 스스로 말에 올라 타다니 제 정신인가? 떨어질 줄 왜 몰랐을까? 돌에 맞으며 비오는 날 쫓겨나며 무슨 생각을 했을까? 이제는 이런 영화 찍는 감독이 나올수 있을까?,4.0,11
리스타트,무한반복으로 점점 지치게 만들더니 결국 속편을 기약하고 마는구나...,2.5,11
터커 & 데일 Vs 이블,덤엔더머가 되어서 13일의 금요일처럼 보여지고 싶었나보다,0.5,8
더 디그,고고학자가 아닌 발굴의 장인 배질의 경험과 성실을 신뢰한 이디스의 인품 그리고 두 사람이 남긴 유산과 아름다운 영상과 연기가 밤하늘의 별을 보는 듯 하다. 인간은 죽고 부패하는 존재이긴 하나 서로 연결된 가치있는 시간들을 소유하고 있다.,3.5,13
프리키 데스데이,식상한 공포물에 체인지까지 더하니 숨이 막히는구나,1.5,7
백발마녀전,이거슨 에로물인가? 무협물인가? 꼭 그렇게 물에 빠져서 비벼야만 했냐~,1.5,4
황혼의 사무라이,일본 사무라이 영화중 가장 진중하면서도 주인공은 답답하기 짝이없다,3.5,8
부귀열차,홍콩영화 히어로들이 다 모인 종합선물..딱 고기까지..,1.5,7
연인,절대 연인이 될 수 없고.. 사랑은 개뿔...난 옛날 사람,2.5,11
어느 독재자,어느 독재자가 철저히 망가뜨린 어느 이름모를 나라..현실속 살아있는 독재자들은 영화의 독재자와 비교도 할 수 없을 더 한 괴물들일텐데.. 이발사와 그 아들과 너무나 대조적인 독재자와 딸들의 모습에 화가 치민다,3.0,8
그림자 살인,셜록홈즈가 되고 싶어 따라했으나 어둔 그림자만 계속 드리우고만다...,2.5,6
죽지않는 인간들의 밤,"색즉시공, 시실2km 이후 계속 감독이 죽쑤다 다시 죽지않고 돌아는 오기는 했는데 ..어쨓든 양동근이 살렸다",3.0,10
무사 쥬베이,청소년관람불가 당시 대한민국은 상상할 수 없는 영화,2.5,7
12명의 성난 사람들,자신이 옳은지 그른지 끝없이 고뇌하게 만드는 찌는듯한 땀내나는 더운환경과 꺼지지 않는 담배연기 그리고 성난 사내들의 지칠 줄 모르는 불확실성과의 편가르기,4.0,15
남자사용설명서,그냥 묻히기엔 아쉬운 저평가된 영회중 하나.. 이시영이 돋보인 영화,3.0,6
음양사: 청아집,중국이 작정하고 만든것 같은데 옛 명성을 되찾기에는 한참 부족하다,2.5,5
승리호,스타워즈에 가디언겔럭시.. 그외 여기저기에 주워담아 나열한 것 외에 딱히 별 볼것 없었던 시나리오와 연기 등..앞으로 갈길이 멀다,2.5,14
13인의 자객,절대 가벼움을 용납하지 않는 사무라이들만의 진중한 무사를 가리기 위한 피를 가르는 길고 기나긴 칼싸움 끝에 관객들은 이제 그들의 주검 앞에 덤덤해지고만다.,3.0,10
트라이얼 오브 더 시카고 7,지루한대도 계속보게 만드는 영화,3.0,10
친절한 금자씨,복수의 방법을 친절하게 설명하고 동참하게  하는것도 모자라 계좌이체까지..금자씨 너무 친절한거 아닌가? 그럼에도 복수는 성공했다 손 치더라도 용서와 구원의 문제는 어떡할건데?,2.5,9
카멜롯의 전설,줄리아오몬드때문에  천하에 숀코너리와 당대 섹시가이 리차드기어가 대립하는 설정 자체가 몰입이 안되고 서로들 연령대도 안맞고 아더왕은 게다가 성인군자로 만들어 놓았구먼 엑스칼리버와 반씩 섞었으면 좋았을것을..,3.5,3
삼진그룹 영어토익반,써니 친구들을 능가하는 삼진그룹의 대리가 되고싶어했던 고졸 세친구들의 우정과 꿈이 만들어낸 어제의 모습보다 오늘 더 성장한 그녀들의 멋지고 유쾌한 성공담,3.5,13
높은 풀 속에서,무한반복되는 굴례에서 탈출할 수 있었던 방법은 자기반성과 자기희생뿐 그 어떤것도 존재하지 않았다. 지금도 귀에는 베키~환청이 들릴 정도다,3.0,6
아사코,아프니까 청춘인것처럼 선택의 기회가 자주 찾아오는 아픈 청춘일때 신중하게 선택해야 늙어서도 평생 후회함이 없게 됨을  아사코가 영화에서 카라타에리카는 현실에서 몸소 보여주었네,3.0,12
의혹,석연치않은 부분들이 꾀 있었으나 명품까지는 아니더라도 법정 스릴러물 중 괜찮은 영화에 속한다 하겠다...다만 궁금한건 그래서 그녀는 우울증에서 완치되었을까? 그리고 행복하게 살았을까? 아마도 단언컨대 다시는 남편이 바람피는 일은 보지 못했을 것 같다.,3.5,8
엑스칼리버,이제와서 다시보니 엄청난 조연들이 등장했던 영화이군요..고전영화답게 전개가느리고 전투씬에서 아쉬운 부분들이 눈에 띄지만 아더왕 영화중에서는 충분히 최고,3.0,4
펭귄 블룸,실제 주인공인 샘블룸은 2013년 사고를 당한이유 자살까지 결심했을 정도의 극한 절망과 고통속에서 펭귄블룸을 통해 희망을 배웠다고 ...나오미왓츠는 킹콩에서 연기했던 젊었을 때보다 시간이 흐를수록 나이들면서 더 아름다운 연기파 배우가 되어가고있어 반갑다,3.0,13
헌트,처음부터 주인공이 누구인지 고르는 재미가 있었는데 중반부에 갈수록 힘에 부칠때 쯤 힐러리스웽크가 나라나서 심폐소생술로 살아나게 해 준 것이 천만다행이었으며 서로 다른 코드를 새롭게 접목시킨 감독에게 박수를,3.5,13
언컷 젬스,아담 샌들러에게서 알파치노의 냄새가 조금 났다..입만 열면 거짓말인 인생에게는 아쉬울것도  동정도 없다 다만 그 가족이 불쌍할 뿐..,3.0,17
소울,업에서 인사이트아웃 그리고 코코를 넘어 소울에서 완성을 보다...태어난 김에 산다고 하는 기인도 있듯이 이 세상은 살 만한 충분한 가치가 있는 곳이며 목적없이 수단만 있는 꿈은 먼 환상이되나 목적있는 열정이 죽지 않은 분명한 꿈은 그 자체만으로도  충분한 가치가 있는것.,4.0,29
