제목,내용,평점,좋아요 수
마마 고고,어떤 감독이라도 자신의 어머니를 떠올리면...,3.0,14
리턴,개성은 잃었지만 이야기를 얻었다.,3.0,19
링컨 차를 타는 변호사,매튜 맥커너히는 역시 이런 배역에 딱!,3.0,85
르 아브르,연대에 대한 소박하고도 확고한 믿음.,3.0,27
로맨틱 헤븐,장진의 봄소풍.,3.0,12
로마 위드 러브,시간의 도시에서 펼쳐지는 시끌벅적 헛소동.,3.0,98
로니를 찾아서,좋은 생각.,3.0,5
레저베이션 로드,예리한 통각.,3.5,7
레이크 하우스,우아하고 무난한 리메이크.,2.5,24
러브 토크,쓸쓸함이 한껏. 그러나 클라이맥스 강박.,3.0,7
락 오브 에이지,"장르든 시대든 배우든, 자기희화로 오락 만들기.",3.0,17
라잇 온 미,독립변수인 시간과 종속변수인 사랑의 함수 관계.,3.0,20
라스트 사무라이,클라이맥스에서만 음정을 제대로 내는 '칼의 노래'.,3.0,22
라스트 스탠드,액션과 유머가 소소한 즐거움을 준다.,3.0,43
라스베가스에서만 생길 수 있는 일,카메론 디아즈는 '호들갑 연기계'의 효도르.,3.0,62
라 비 앙 로즈,에디트 피아프보다 더 에디트 피아프 같은 마리옹 코티아르.,3.5,256
디파이언스,"사회적 동물, 인간의 절망이자 희망.",3.0,10
디스터비아,평범한 스릴러에 생기를 불어넣은 청춘영화의 활력.,3.0,61
드리머,다코타 패닝도 좋지만 이 영화에선 커트 러셀!,3.0,8
뒷담화:감독이 미쳤어요,영화 현장에 바치는 이재용의 연서.,3.0,29
뚝방전설,안정적인 연출과 젊은 에너지.,3.5,23
두번째 사랑,비단 보자기로 싼 도시락.,3.0,18
돌스,예술에의 강박은 예술영화를 망친다.,2.5,18
돈 많은 친구들,네 여배우의 연기 앙상블을 보는 재미.,3.0,22
도쿄 타워,맨 얼굴도 그리 나쁘진 않은데 화장이 너무 요란한 경우.,3.0,38
도가니,관객들의 가슴에 불을 지른다.,2.5,133
데이브레이커스,장르의 점이지대에서 솟아나는 활력.,3.0,23
더 레슬러,뒤도 안 돌아보고 울리는 스포츠 신파.,3.0,42
더 그레이,조난 휴먼 드라마가 아니라 실존주의 상황극.,3.5,93
댈러웨이 부인,'디 아워스'의 뛰어난 성과에 비교할 때 남는 아쉬움.,3.0,14
댄 인 러브,시나리오를 쓰고 있는 작가의 표정이 내내 떠오른다.,3.0,18
대디 데이 케어,에디 머피판 '유치원에 간 사나이',2.5,9
늑대소년,송중기의 순도 높은 감성.,2.5,106
노잉,굽힘없이 뻗어나가는 스토리텔링.,3.5,89
노보,기억과 사랑에 대한 인상적 대사가 몇 번 나온다.,2.5,14
노다메 칸타빌레 Vol.1,망가져도 혹은 망가져서 더 귀여운 캐릭터들.,3.0,45
네버 렛 미 고,체념 뒤에도 여전히 남는 것들에 대하여.,3.5,162
너는 내 운명,실화가 통속적이면 연출도 통속적이어야 하는가의 문제.,3.0,87
내 이름은 칸,특수성과 보편성을 능숙하게 조화시킨 인도영화의 힘.,3.0,44
내 아내의 모든 것,진짜 부지런한 로맨틱 코미디.,3.5,251
내 슬픈 창녀들의 추억,욕망은 어떻게 증류되는가.,2.5,7
내 생애 최고의 데이트,여성판 '노팅힐' 판타지.,3.0,6
내 남자의 유통기한,가끔 귀엽고 이따금 날카롭다.,3.0,6
내가 사는 피부,난폭한 드라마의 재미와 그 극성(劇性)이 삼켜버린 것들.,3.0,42
내가 고백을 하면,스크린에서 객석으로 불어오는 훈풍.,3.0,38
낭만자객,매력이라곤.,1.5,23
남쪽으로 튀어,강력한 1인 캐릭터 영화의 명과 암.,3.0,56
날아라 펭귄,거울이 된 스크린.,3.0,19
나인,속스럽고 야단스런 감각의 제국.,3.0,23
나의 PS 파트너,뻔한 설정 속에서도 종종 신선하다.,3.0,107
나의 결혼 원정기,보고나면 스스로가 조금은 더 좋은 사람이 된 듯한 느낌.,3.0,22
나니아 연대기 - 캐스피언 왕자,단정한 교복을 입은 판타지.,2.5,46
나는 행복합니다,"밀봉한 절망, 고통의 밀실.",3.0,8
김씨 표류기,잘 만든 단편 하나와 평범한 단편 하나를 연이어 보고난 느낌.,3.0,203
그르바비차,역사의 망각에 대해 영화가 저항하는 법.,3.0,11
그대를 사랑합니다,오차 없이 정확한 이순재.,3.0,93
궁녀,참신하게 보여주고 혼란스럽게 들려준다.,2.5,25
굿바이 보이,입체적인 아버지와 평면적인 어머니.,3.0,8
국가대표,스포츠 영화의 성공적인 클라이맥스.,3.0,109
꽃미남 연쇄 테러사건,"작은 꿈, 단단한 성취.",3.0,31
공주와 개구리,향수에 젖은 디즈니.,3.0,42
골든 슬럼버,적게 많이 잃다가 결국 크게 한 방 딴다.,3.0,33
고양이: 죽음을 보는 두 개의 눈,좀 뭉툭해도 오랜만에 탄탄한 한국 호러.,3.0,13
경의선,'샘터'적인 남자와 '보그'적인 여자가 나누는 위로.,3.0,14
검우강호,검을 생물처럼 다룬다.,3.0,12
걸스카우트,"영화를 시작하는 힘은 총력이고, 완성하는 힘은 사력이다.",3.0,14
거북이 달린다,뛰어난 배우 한 명이 영화를 살렸다.,3.0,104
강철중: 공공의 적 1-1,KO 펀치 한 방 대신 부지런한 잽 백번.,3.0,49
각설탕,장르 이식실험 성공!,3.0,16
가을로,선하디 선한 로드무비 하나.,3.0,16
또 하나의 약속,마음을 뒤흔드는 실화. 용기있는 기획. 투박한 극화.,2.5,59
관능의 법칙,무난하거나 혹은 무미하거나.,2.5,32
수상한 그녀,오로지 심은경.,2.5,323
돈 존,허둥지둥 끝난다.,2.5,213
용의자,생동감에 대한 강박이 남기는 피로.,2.5,78
열한시,"""이해할 순 있지만 왜 그런지는 모른다""는 극중 대사처럼.",2.5,57
동창생,아이돌 스타 활용법 사전.,2.5,49
톱스타,묵직한 목소리와 뭉특한 화법.,2.5,11
러브레이스,전기영화가 인물을 평면적이고 소극적으로 다루면.,2.5,44
엘리시움,구멍 숭숭 상상력.,2.5,144
뫼비우스,욕망/고통의 순환에 대한 관념적 인식과 구체적 표현 사이의 괴리.,2.5,41
숨바꼭질,클라이맥스에서 힘과 흥미가 급격히 줄어드는 역설.,2.5,151
"히말라야, 바람이 머무는 곳",명배우의 반가운 귀환.,2.5,7
후궁 : 제왕의 첩,제각각 다른 그릇에 담겨 끓고 있는 인물들의 격정.,2.5,39
황진이,소극적인 연출. 액센트가 없는 리듬.,2.0,24
환상속의 그대,물길을 제대로 내지 못해 마냥 넘치는 감정.,2.5,28
화려한 휴가,뜨겁게 울리는 실화. 소재에 겁먹은 영화.,2.0,210
행오버 2,속편이라기보다는 전편의 재활용 영화.,2.5,113
핸콕,잘 나가던 영화를 어쭙잖은 신화가 잡아먹었다.,2.5,231
핸드폰,초점이 계속 바뀐다. 종국엔 그마저 사라진다.,2.5,20
해결사,몰개성의 스피드.,2.5,14
향수 - 어느 살인자의 이야기,악취는 없지만 향기도 없다.,2.5,195
하울링,시너지는 없었다.,2.5,44
하우 투 비,앞으로 나아가지 못하고 맴도는 플롯.,2.5,6
프로스트 VS 닉슨,대중영화에서 모든것은 정말 게임이어야만 하는 걸까.,2.5,17
푸른소금,만든 이의 손끝만 느껴진다.,2.5,30
페스티발,시종 뿅뿅거린다.,2.5,22
패스트 & 퓨리어스 2,"'패스트'이긴 하지만, '퓨리어스'라니요.",2.5,53
티끌모아 로맨스,중심에서 자꾸 미끄러지는 88만원 세대의 연애담.,2.5,18
트와일라잇,젊고 얇다.,2.5,120
트리스탄과 이졸데,낭만적 사랑만 목놓아 외치다 목이 쉬어버린 영화.,2.5,10
트랜스포머 3,지상 최대의 철거 영화.,2.0,257
트랜스포머: 패자의 역습,과유불급(過猶不及).,2.0,118
트랜스포머,뭔가 계속 재미 있는 것을 보고 있는 것 같은 착각.,2.5,328
투혼,옛날 영화를 보러갔다.,2.5,14
투 아이즈,피 대신 눈물.,2.5,6
투 가이즈,하나 더하기 하나가 둘보다 적은 경우.,2.0,14
투모로우,에머리히는 언제쯤 '극'영화를 찍을 수 있을까.,3.0,48
태풍,"질감 약한 볼거리, 메아리 없는 메시지.",2.5,25
타이탄,"그러니까, 항상 3-D로 볼 필요는 없어요.",2.5,45
킬러 인사이드 미,이것저것 다해보는 윈터보텀(을 지켜보는 안타까움).,2.0,8
키친,판타지와 리얼리티 사이에서 길을 잃은 멜로.,2.5,21
클라우드 아틀라스,엮이지 않는 것들을 굳이 엮었을 때 생겨나는 에너지 혹은 구멍.,2.5,112
크리스마스 캐롤,할로윈데이에 더 잘 어울릴 크리스마스 영화.,2.5,111
코드 46,마이클 윈터보텀도 이럴 때가 있다.,2.0,7
커플즈,남용된 슬랩스틱이 드러내는 빈약한 드라마 작법.,2.5,9
캐리비안의 해적: 낯선 조류,해적 보러 갔다가 인어만 보고 나온 경우.,2.5,225
7번방의 선물,캐릭터 학대를 통해 얻어낸 눈물의 의미는 뭘까.,2.0,1336
칠검,리안과 장이모 사이에 까치발로 선 서극.,2.5,6
철의 여인,105분짜리 메릴 스트립 연기 테크닉 쇼.,2.5,76
천일의 스캔들,외줄 선로만 달리는 캐릭터.,2.0,39
천년호,'은행나무 침대'와 '단적비연수' 사이 어딘가.,2.5,6
챔프,영화가 먼저 목놓아 운다.,2.5,16
집결호,중국 안이 열광적인 이유. 중국 밖이 심드렁한 까닭.,2.5,9
지.아이.조 - 전쟁의 서막,이병헌만큼은 충분히 인상적이지만.,2.0,45
즐거운 인생,철들고 싶지 않은 남자들의 백일몽.,2.5,30
줄리아의 눈,테크닉은 있지만 설득력은 없다.,2.5,38
노웨어 보이,결핍은 어떻게 창작을 추동하는가.,2.5,36
쩨쩨한 로맨스,(이선균이라는 토양 위에 세워진) 최강희라는 백화점.,2.5,22
제노바,서론만 있는 영화를 보는 듯한 허탈감.,2.5,5
저지 걸,따뜻한데 맥없는 영화(가뜩이나 노곤한 봄날에!).,2.5,7
저수지에서 건진 치타,'릴리 슈슈의 모든 것'으로 시작해 '구타유발자'들로 끝난다.,2.5,12
CJ7 - 장강7호,주성치의 앉은키 영화.,2.5,25
익스펜더블,안온함과 안쓰러움이 함께 느껴지는 노인정 블럭버스터.,2.5,69
이탈리안 잡,재치없는 '오션스 일레븐'.,2.5,64
이클립스,"뱀파이어와 키스 5번, 늑대인간과 키스 2번.",2.0,265
이웃사람,사실적 스릴러에서 설득력이 얼마나 중요한지 새삼 알려준다.,2.5,71
26년,"훨씬 더 잘 만들 수 있었던 영화, 아쉽게도.",2.0,249
이상한 나라의 앨리스,팀 버튼의 홀로 꾸는 꿈.,2.5,163
이브닝,그토록 화려한 캐스팅으로도.,2.5,5
2012,뭉툭한 재난영화.,2.5,54
은하해방전선,영화제 울타리 밖에서의 생존력에 확신이 서지 않는다.,2.5,37
위험한 관계,매끄러운 비단 위에서 시종 미끄러진다.,2.5,15
위대한 유산,공산품 코미디.,2.5,11
위대한 개츠비,반짝인다고 모두 금은 아니다.,2.5,428
원스 어게인,급작스러운 성공이라는 자장(磁場).,2.5,18
워리어스 웨이 리마스터링,오리엔탈리즘과 노스탤지어가 신기루 위에서 만나다.,2.5,14
워낭소리,늙어간다는 액(厄). 함께 늙어간다는 행(幸).,2.5,33
울프맨,강렬한 이야기에 맹맹한 연출.,2.5,10
우리 집에 왜 왔니,스토리와 에피소드는 괜찮은데 플롯이 그렇지 못한 경우.,2.5,14
우리 이웃의 범죄,장르와 이야기가 서로의 발목을 잡다.,2.5,3
우리에게 내일은 없다,절망의 클리셰.,2.5,16
요시노 이발관,"참신한 포석, 둔한 행마, 뻔한 끝내기.",2.5,14
오스트레일리아,"오래된 식당, 익숙한 재료, 뻔한 조리법.",2.0,19
오! 마이보스!,달을 가리키면서 자꾸 손가락만 보라는 라스 폰 트리에.,2.0,22
오늘,"깊은 생각, 경직된 어깨.",2.5,33
오구,왜 영화였을까.,2.5,6
영화소년 샤오핑,관념적인 '영화 예찬'을 위해 들러리 선 인물들.,2.5,3
영어 완전 정복,훨씬 더 재미있을 수 있었던 기획.,2.5,27
연의 황후,플라스틱 스토리. 클래시컬 액션.,2.0,7
연가시,II: 설명->사건->설명->사건->설명->사건 :II,2.5,235
엔젤,품위를 얻은 대신 스파크를 잃은 프랑수아 오종.,2.5,6
여덟 번의 감정,좋지 않은 영향으로 일렁이는 홍상수의 그림자.,2.5,4
엑스맨 탄생: 울버린,울버린에 대해 이미 알고 있는 것과 굳이 알 필요 없는 것.,2.5,135
애정결핍이 두 남자에게 미치는 영향,배우들의 개인기에 대한 과도한 의존.,2.5,21
알투비:리턴투베이스,아마도 올해 가장 짜증나는 한국영화 주인공 캐릭터일 듯.,2.0,126
안경,여유로운 영화가 아니라 게으른 영화.,2.5,85
아치와 씨팍,'변비'에서 벗어나려다 '설사'하는 경우.,2.5,31
아이언맨 2,두번째 타석에서 헛스윙 크게.,2.5,310
아이들...,두 종류 스릴러의 이상한 동거.,2.5,26
아빠가 여자를 좋아해,작은 아이디어들의 효과에 집착하느라 전체를 보지 못한다.,2.0,19
신기전,신기전 발사의 스펙터클 만으론.,2.5,24
식객,전체 구조와 리듬을 보는 거시적 시선이 느껴지지 않는다.,2.5,32
시체가 돌아왔다,허술한 그릇에 넘치는 개그. 그리고 과용된 류승범.,2.5,31
시선 1318,김태용 감독의 차기작 장편을 더욱 기대하게 만든다.,2.5,8
시간 여행자의 아내,"'남자는 배, 여자는 항구'의 맥없는 판타지 버전.",2.5,133
스피드 레이서,즐기기 위해선 이제 감각을 바꿔야 하는 걸까.,2.5,22
스크림 4G,어쨌든 이 시리즈는 끝까지 볼 것 같긴 하다.,2.5,26
슈퍼맨이었던 사나이,진심을 말할 때일수록 방식이 중요하다.,2.5,31
순정만화,'이명세'와 '허진호'의 부정교합.,2.5,8
수상한 고객들,리얼한 문제제기 자체를 무화시키는 해결 방식.,2.5,46
수,지독한가? 과연. 비장한가? 글쎄. 공감하나? 아니.,2.5,10
숏버스,질척이는 눈물.,2.5,21
솔트,철 지난 냉전 스릴러.,2.5,65
소리 아이,다큐는 결국 눈앞의 현실을 어떻게 볼 것인가의 문제.,2.5,4
셜록 홈즈,액션영웅 홈즈가 세계정복하려는 악당과 싸운다고라고라?,2.5,124
세인트 클라우드,그토록 많은 재료로 이토록 밍밍하게.,2.5,9
세번째 시선,6편 중 김곡-김선의 'Bomb! Bomb! Bomb!'이 제일 좋았어요.,2.5,7
세븐 데이즈,넘친다.,2.5,59
상어,흥미롭기도 하고 부담스럽기도 한 어떤 지점.,2.5,2
상성: 상처받은 도시,잘못된 만남.,2.5,5
빙우,이야기는 잘 들리고 이성재는 잘 보이지만 연출이 안 보인다.,2.5,4
비스티 보이즈,무엇을 위한 디테일인가.,2.5,266
블랙 달리아,요령부득 각색의 반면교사.,2.5,11
브로큰 시티,이리저리 떠밀려가며 표류하는 화술.,2.5,6
브라더 베어,픽사 없는 디즈니 애니메이션의 활로는 어디에?,2.5,9
불어라 봄바람,김정은 코믹 연기는 지금 충무로 여배우 중 최고.,2.5,13
본 레거시,살아있는 사마중달이 죽은 제갈공명에게 쫓겼던 것처럼.,2.5,121
보트,구슬이 서말이라도.,2.5,8
별이 빛나는 밤,플라스틱으로 만든 순수.,2.5,9
벡,몽타주로 대체할 수 없었던 사운드.,2.5,6
베이직,반전 강박이 스릴러 숱하게 망쳤다.,2.5,12
베스트 키드,윌 스미스야 아들 모습에 마냥 흐뭇하겠지만.,2.5,74
백야행 - 하얀 어둠 속을 걷다,자극적 요소만 모아놓으니 오히려 심드렁해지는 역설.,2.5,30
백악관 최후의 날,과녁을 대충 그리고 난 후 내내 돌직구.,2.5,36
백설공주,알록달록 올망졸망 간질간질 뒤뚱뒤뚱.,2.5,93
방황의 날들,왜 그렇게 시작하고 왜 거기서 끝냈을까.,2.5,3
반드시 크게 들을 것,힘차게 쏘았지만 과녁을 찾지 못하는 화살.,2.5,13
바비,'숏컷'이나 '매그놀리아'가 왜 뛰어난지 알려준다.,2.5,12
바람 피기 좋은 날,발랄한 세태극의 발목을 잡은 작위적 시스터후드.,2.5,16
바람의 전설,구조의 실패가 디테일의 성공을 잡아먹은 경우.,2.5,6
미후네,'도그마'의 율법으로도 가리지 못했던 상투성.,2.5,7
미스터 고,"기술을 얻고, 영화를 잃다.",2.5,106
무서운 이야기,네 편 중 김곡 김선 감독의 '앰뷸런스'가 단연 베스트.,2.5,88
목포는 항구다,"기억해둘 이름, 박철민.",2.5,24
모던 보이,이야기 자체의 동력이 약하다.,2.5,52
명왕성,강력한 주제의식이 희생시켜버린 것들.,2.5,42
메신져 - 죽은 자들의 경고,모험이 전혀 없는 알칼리 호러.,2.0,7
